Id_studenta;Imie;Nazwisko;Uczelnia;Miejsce_zam;Rok_studiow;Dochod_na_osobe
344;Henryk;Mordyan;Politechnika Informatyczno-Elektroniczna;Jaworzno;II;1126
345;Oskar;Szanca;Politechnika Krolewska;Jaworzno;I;2257
346;Jakub;Kucharski;Politechnika Krolewska;Jaworzno;III;2144
347;Jan;Krzyzewski;Uniwersytet Rolniczy;Jaworzno;III;1379
348;Jan;Dziekan;Politechnika Krolewska;Jaworzno;I;2815
349;Zofia;Kajzer;Uniwersytet Rolniczy;Jaworzno;II;905
350;Iwona;Pawlowska;Uniwersytet Ekonomiczny;Jaworzno;I;2942
351;Oktawian;Kadej;Akademia Sztuk Pieknych;Jaworzynka;I;2668
352;Jadwiga;Beben;Politechnika Informatyczno-Elektroniczna;Jaworzynka;I;2998
353;Katarzyna;Czader;Politechnika Krolewska;Jaworzynka;I;353
354;Zuzanna;Rutkowska;Politechnika Informatyczno-Elektroniczna;Jaworzynka;V;2320
355;Franciszek;Mikulski;Politechnika Informatyczno-Elektroniczna;Jaworzynka;I;598
356;Aleksander;Chinski;Politechnika Informatyczno-Elektroniczna;Jaworzynka;V;3251
357;Bartlomiej;Kardys;Uniwersytet Krolewski;Jaworzynka;II;1646
358;Katarzyna;Pakulska;Uniwersytet Krolewski;Jaworzynka;I;767
359;Jakub;Piotrowski;Politechnika Informatyczno-Elektroniczna;Jedrzejow;II;513
360;Irena;Fudecka;Politechnika Informatyczno-Elektroniczna;Jedrzejow;II;3215
361;Krzysztof;Lis;Politechnika Informatyczno-Elektroniczna;Jedrzejow;I;2032
362;Grazyna;Chojacka;Politechnika Informatyczno-Elektroniczna;Jedrzejow;I;2543
363;Kamil;Tokarz;Uniwersytet Rolniczy;Jedrzejow;V;880
364;Agnieszka;Nawrot;Politechnika Informatyczno-Elektroniczna;Jedrzejow;I;1142
365;Ewa;Chiluta;Politechnika Krolewska;Jedrzejow;I;1924
366;Joanna;Chodyra;Politechnika Krolewska;Jedrzejow;I;3225
367;Jacek;Winogrodzki;Politechnika Informatyczno-Elektroniczna;Jedrzejow;V;1004
368;Karol;Anarchista;Politechnika Informatyczno-Elektroniczna;Jejkowice;II;2716
369;Walery;Latka;Politechnika Informatyczno-Elektroniczna;Jejkowice;V;1126
370;Jaroslaw;Sierpien;Politechnika Informatyczno-Elektroniczna;Jejkowice;I;831
371;Kaja;Karnawal;Politechnika Informatyczno-Elektroniczna;Jejkowice;I;2377
372;Andrzej;Smietanka;Uniwersytet Krolewski;Jejkowice;II;1447
373;Eustachy;Banaszek;Uniwersytet Krolewski;Jejkowice;IV;2407
374;Barbara;Marczak;Politechnika Informatyczno-Elektroniczna;Jejkowice;I;1566
375;Jaroslaw;Kata;Uniwersytet Ekonomiczny;Jejkowice;I;2437
376;Urszula;Wawrzynczyk;Politechnika Informatyczno-Elektroniczna;Jejkowice;V;856
377;Anita;Wiwatowicz;Politechnika Informatyczno-Elektroniczna;Jelenia Gora;II;399
378;Weronika;Zawadzka;Uniwersytet Krolewski;Jelenia Gora;I;1859
379;Wioletta;Kucharska;Politechnika Krolewska;Jezewo;II;1209
380;Piotr;Banalow;Uniwersytet Sportu i Turystyki;Jezewo;III;1025
381;Anna;Kaczmarek;Politechnika Informatyczno-Elektroniczna;Jezewo;I;2076
382;Ewelina;Ewertowska;Politechnika Informatyczno-Elektroniczna;Jozefow;II;2601
383;Slawomira;Czerwiec;Uniwersytet Krolewski;Jozefow;IV;2207
384;Ewa;Skrzeliczka;Uniwersytet Sportu i Turystyki;Julianka;III;2312
385;Martyna;Piotrkowska;Uniwersytet Krolewski;Julianka;I;1137
386;Tomasz;Nawrot;Politechnika Informatyczno-Elektroniczna;Julianka;I;383
387;Kamil;Kildarewicz;Uniwersytet Krolewski;Julianka;IV;1834
388;Wlodzimierz;Komik;Politechnika Informatyczno-Elektroniczna;Kalisz;III;1032
389;Bartlomiej;Wrzesien;Uniwersytet Krolewski;Kalisz;V;2639
390;Emilia;Katanak;Politechnika Informatyczno-Elektroniczna;Karniewo;I;1422
391;Bartosz;Pawlowski;Politechnika Informatyczno-Elektroniczna;Karniewo;II;1150
392;Krzysztof;Nisiewicz;Uniwersytet Krolewski;Karniewo;I;1280
393;Barbara;Mianowska;Politechnika Informatyczno-Elektroniczna;Katowice;III;486
394;Adam;Loziczonek;Politechnika Informatyczno-Elektroniczna;Katowice;III;2100
395;Karol;Antonowicz;Politechnika Informatyczno-Elektroniczna;Katowice;I;654
396;Anna;Klemczak;Politechnika Informatyczno-Elektroniczna;Katowice;V;1814
397;Mieczyslawa;Szymczyk;Politechnika Informatyczno-Elektroniczna;Katowice;I;1136
398;Karol;Zalewski;Politechnika Informatyczno-Elektroniczna;Katowice;I;2978
399;Seweryna;Kotek;Politechnika Informatyczno-Elektroniczna;Katowice;I;949
400;Jowita;Adamska;Politechnika Informatyczno-Elektroniczna;Katowice;III;1771
401;Tomasz;Niczyj;Politechnika Krolewska;Katowice;I;3295
402;Maja;Mazurkiewicz;Politechnika Krolewska;Katowice;II;511
403;Alicja;Fedoruk;Politechnika Krolewska;Katowice;I;2482
404;Jan;Ciebiera;Politechnika Informatyczno-Elektroniczna;Katowice;II;2898
405;Urszula;Sielecka;Uniwersytet Krolewski;Katowice;I;435
406;Ewelina;Katowicka;Politechnika Informatyczno-Elektroniczna;Katowice;I;2357
407;Kinga;Wronska;Politechnika Informatyczno-Elektroniczna;Katowice;I;3271
408;Ewa;Gruszczynska;Wyzsza Szko�a Techniczna;Katowice;II;3337
409;Jan;Urbanski;Wyzsza Szko�a Techniczna;Katowice;II;2124
410;Leslaw;Pawlica;Politechnika Krolewska;Katowice;I;3258
411;Barbara;Przybylek;Uniwersytet Sportu i Turystyki;Katowice;II;2187
412;Roza;Szklarczyk;Politechnika Informatyczno-Elektroniczna;Katowice;II;2605
413;Anastazja;Gruzin;Politechnika Informatyczno-Elektroniczna;Katowice;II;983
414;Dawid;Trzebiatowski;Politechnika Informatyczno-Elektroniczna;Katowice;I;2037
415;Roman;Hajtowicz;Uniwersytet Krolewski;Katowice;I;751
416;Ewelia;Kolanko;Uniwersytet Krolewski;Katowice;III;3336
417;Mateusz;Majewski;Politechnika Informatyczno-Elektroniczna;Katowice;III;2270
418;Jaroslaw;Krema;Politechnika Informatyczno-Elektroniczna;Katowice;II;1777
419;Lucyna;Arabas;Politechnika Krolewska;Katowice;IV;1000
420;Mateusz;Orlicki;Politechnika Informatyczno-Elektroniczna;Katowice;II;2467
421;Sebastian;Alot;Politechnika Informatyczno-Elektroniczna;Katowice;I;634
422;Jadwiga;Bober;Uniwersytet Sportu i Turystyki;Katowice;II;3025
423;Gracja;Kozlowska;Uniwersytet Krolewski;Katowice;III;3330
424;Tomasz;Bronikowski;Politechnika Informatyczno-Elektroniczna;Katowice;II;1304
425;Andrzej;Latacki;Uniwersytet Krolewski;Katowice;I;1518
426;Kamil;Babula;Politechnika Informatyczno-Elektroniczna;Katowice;I;1058
427;Czeslaw;Augustyneczek;Politechnika Krolewska;Katowice;I;524
428;Anna;Hebda;Politechnika Informatyczno-Elektroniczna;Katowice;III;1070
429;Bartosz;Bonkowski;Politechnika Informatyczno-Elektroniczna;Katowice;II;983
430;Jozefa;Wysocka;Politechnika Informatyczno-Elektroniczna;Katowice;IV;2497
431;Justyna;Firlej;Uniwersytet Rolniczy;Katowice;I;1919
432;Jadwiga;Wawer;Uniwersytet Krolewski;Katowice;V;2672
433;Michal;Klimisz;Politechnika Informatyczno-Elektroniczna;Katowice;I;3092
434;Agnieszka;Bartkowiak;Politechnika Informatyczno-Elektroniczna;Katowice;I;3034
435;Ryszard;Siennicki;Uniwersytet Ekonomiczny;Katowice;I;2978
436;Marta;Gilowska;Politechnika Informatyczno-Elektroniczna;Katowice;I;1572
437;Honorata;Caban;Politechnika Informatyczno-Elektroniczna;Katowice;II;689
438;Franciszek;Szybinski;Politechnika Krolewska;Katowice;I;1776
439;Emila;Nikiel;Uniwersytet Krolewski;Katowice;I;1849
440;Jan;Jasinski;Politechnika Krolewska;Katowice;V;962
441;Halina;Lakomska;Uniwersytet Krolewski;Katowice;V;863
442;Teofil;Wina;Politechnika Krolewska;Katowice;IV;1963
443;Teresa;Krzesaj;Politechnika Informatyczno-Elektroniczna;Katowice;II;2126
444;Karol;Mroczek;Politechnika Informatyczno-Elektroniczna;Katowice;II;2947
445;Jagna;Urban;Politechnika Krolewska;Katowice;I;1098
446;Szymon;Maron;Politechnika Krolewska;Katowice;IV;2372
447;Lucjusz;Tokarczyk;Politechnika Informatyczno-Elektroniczna;Katowice;I;985
448;Krzysztof;Badura;Uniwersytet Ekonomiczny;Katowice;I;637
449;Konstanty;Banasikowski;Politechnika Informatyczno-Elektroniczna;Katowice;I;2568
450;Krzysztof;Lipinski;Uniwersytet Muzyczny;Kedzierzyn-Kozle;II;2635
451;Anna;Dworecka;Politechnika Krolewska;Kedzierzyn-Kozle;I;2106
452;Kinga;Celeborska;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;III;940
453;Mateusz;Bednarek;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;V;507
454;Stanislaw;Anczewski;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;V;2305
455;Szymon;Wawron;Uniwersytet Krolewski;Kedzierzyn-Kozle;I;3312
456;Danuta;Banaszczykiewicz;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;III;2423
457;Tymon;Abacki;Uniwersytet Ekonomiczny;Kedzierzyn-Kozle;I;963
458;Ewelina;Blada;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;I;1961
459;Wieslawa;Bedynska;Uniwersytet Krolewski;Kedzierzyn-Kozle;II;593
460;Bartosz;Dudek;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;I;2948
461;Tomasz;Kaczmarek;Uniwersytet Ekonomiczny;Kedzierzyn-Kozle;IV;1140
462;Aleksander;Adamczyk;Uniwersytet Rolniczy;Kedzierzyn-Kozle;IV;1260
463;Kinga;Kawka;Uniwersytet Krolewski;Kedzierzyn-Kozle;II;2512
464;Morfeusz;Grodecki;Akademia Sztuk Pieknych;Kedzierzyn-Kozle;II;1713
465;Jerzy;Bodnarczyk;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;I;3260
466;Paulina;Dykiel;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;I;1995
467;Adam;Bednarczyk;Politechnika Informatyczno-Elektroniczna;Kedzierzyn-Kozle;I;1303
468;Barbara;Olszewska;Uniwersytet Krolewski;Kedzierzyn-Kozle;I;1528
469;Wieslawa;Barcisz;Politechnika Krolewska;Kedzierzyn-Kozle;IV;1278
470;Pawel;Kowal;Uniwersytet Krolewski;Kepice;I;3125
471;Monika;Rybicka;Uniwersytet Ekonomiczny;Kepice;III;1111
472;Adam;Grabczak;Uniwersytet Rolniczy;Kepice;III;1116
473;Jan;Kozak;Uniwersytet Pedagogiczny;Kepice;I;3021
474;Wiera;Augustowska;Politechnika Informatyczno-Elektroniczna;Kepice;I;872
475;Lew;Wiejski;Akademia Sztuk Pieknych;Kety;I;1787
476;Boguslawa;Sobota;Politechnika Informatyczno-Elektroniczna;Kety;I;2866
477;Miroslaw;Chochowski;Akademia Sztuk Pieknych;Kety;I;2625
478;Halina;Kuchar;Politechnika Krolewska;Kety;I;859
479;Zbigniew;Zajac;Uniwersytet Krolewski;Kielce;I;1589
480;Edyta;Klan;Politechnika Krolewska;Kielce;I;1683
481;Celina;Krotoszyn;Uniwersytet Krolewski;Kielce;V;3139
482;Katarzyna;Skutnik;Politechnika Informatyczno-Elektroniczna;Kielce;I;3124
483;Krzysztof;But;Politechnika Krolewska;Kielce;I;2273
484;Bartosz;Zalecki;Politechnika Informatyczno-Elektroniczna;Kielce;I;1127
485;Irena;Tarnowska;Uniwersytet Pedagogiczny;Kielce;III;2158
486;Piotr;Murarz;Politechnika Krolewska;Kielce;II;2893
487;Justyna;Biegaj;Politechnika Krolewska;Kielce;I;1770
488;Bohdan;Mrozowski;Politechnika Informatyczno-Elektroniczna;Kielce;I;2851
489;Karina;Kwiatkowska;Politechnika Informatyczno-Elektroniczna;Kielce;I;2751
490;Katarzyna;Kruczek;Politechnika Informatyczno-Elektroniczna;Kielce;I;2107
491;Anna;Barska;Politechnika Informatyczno-Elektroniczna;Kielce;I;1047
492;Marek;Piec;Uniwersytet Krolewski;Kleszczow;V;3259
493;Marek;Grzeszczak;Uniwersytet Krolewski;Kleszczow;II;508
494;Leslaw;Bak;Politechnika Krolewska;Kleszczow;IV;2799
495;Franciszka;Czemisow;Politechnika Informatyczno-Elektroniczna;Kleszczow;I;456
496;Michal;Sawicki;Politechnika Informatyczno-Elektroniczna;Kleszczow;II;451
497;Sabina;Balcerek;Uniwersytet Krolewski;Kleszczow;I;1840
498;Aleksandra;Cichawacz;Politechnika Krolewska;Klomnice;I;3169
499;Kinga;Mlynarczyk;Uniwersytet Krolewski;Klomnice;IV;2543
500;Witold;Kupis;Uniwersytet Krolewski;Klomnice;II;1760
501;Janusz;Bokowski;Uniwersytet Pedagogiczny;Klomnice;II;2891
502;Elzbieta;Jaworska;Akademia Sztuk Pieknych;Klomnice;I;804
503;Marzena;Por;Uniwersytet Krolewski;Klomnice;I;2715
504;Beata;Wittek;Politechnika Informatyczno-Elektroniczna;Klomnice;V;1008
505;Wojciech;Rydawski;Politechnika Krolewska;Kobylin;I;2711
506;Nikodem;Dyzma;Politechnika Informatyczno-Elektroniczna;Kobylin-Borzymy;III;3079
507;Wanda;Szalobryt;Politechnika Krolewska;Kobylin-Borzymy;I;701
508;Andrzej;Okon;Politechnika Krolewska;Kobylin-Borzymy;IV;1556
509;Anita;Chalbinska;Politechnika Informatyczno-Elektroniczna;Kogutek;I;1772
510;Agnieszka;Badowska;Politechnika Krolewska;Kogutek;II;1372
511;Tomasz;Kajdasiewicz;Politechnika Informatyczno-Elektroniczna;Kogutek;III;1486
512;Piotr;Januszewski;Politechnika Krolewska;Kogutek;II;1613
513;Edyta;Styczen;Uniwersytet Krolewski;Kogutek;IV;3105
514;Iwona;Andrzejewska;Uniwersytet Krolewski;Kolbaskowo;I;2241
515;Danuta;Kapusta;Politechnika Informatyczno-Elektroniczna;Kolbaskowo;V;2708
516;Ruta;Sawa;Uniwersytet Krolewski;Koniakow;IV;2726
517;Izabella;Cieslak;Uniwersytet Ekonomiczny;Koniakow;I;1100
518;Tadeusz;Krason;Politechnika Informatyczno-Elektroniczna;Koniakow;I;1894
519;Marcin;Gorgon;Politechnika Krolewska;Koniakow;I;2681
520;Witold;Halama;Uniwersytet Krolewski;Koniakow;V;1557
521;Teresa;Gryglak;Politechnika Informatyczno-Elektroniczna;Koniakow;V;3117
522;Jolanta;Turlej;Politechnika Informatyczno-Elektroniczna;Koniakow;I;3344
523;Kamil;Gruca;Uniwersytet Krolewski;Koniakow;II;3300
524;Daniel;Filipek;Politechnika Informatyczno-Elektroniczna;Koniakow;I;2302
525;Beata;Dabrowska;Politechnika Informatyczno-Elektroniczna;Koniakow;IV;2576
526;Krzysztof;Cebula;Uniwersytet Krolewski;Koniakow;I;3155
527;Anna;Horbacz;Politechnika Krolewska;Koniakow;II;1079
528;Krzysztof;Barski;Uniwersytet Krolewski;Koniakow;II;1047
529;Wanda;Pacula;Uniwersytet Rolniczy;Koniakow;II;2350
530;Ewa;Barwicka;Uniwersytet Krolewski;Koniakow;I;600
531;Katarzyna;Bartecka;Politechnika Krolewska;Koniakow;II;350
532;Natalia;Pypno;Politechnika Informatyczno-Elektroniczna;Koniakow;II;1139
533;Maciej;Knapik;Politechnika Informatyczno-Elektroniczna;Koniakow;I;1056
534;Katarzyna;Ochocka;Uniwersytet Krolewski;Konin;I;750
535;Agnieszka;Otwocka;Politechnika Informatyczno-Elektroniczna;Konin;I;3176
536;Bozena;Chmielewska;Politechnika Informatyczno-Elektroniczna;Konin;II;1835
537;Maria;Krasiczynska;Uniwersytet Krolewski;Koscian;II;1623
538;Katarzyna;Budziak;Uniwersytet Krolewski;Koscian;II;1153
539;Adam;Gumowski;Politechnika Informatyczno-Elektroniczna;Koscian;II;3059
540;Alina;Charemska;Politechnika Informatyczno-Elektroniczna;Koscian;III;1847
541;Zbigniew;Jaworski;Uniwersytet Krolewski;Kostrzyn;IV;3238
542;Marcin;Grabysz;Uniwersytet Sportu i Turystyki;Koszalin;II;2125
543;Jan;Chylak;Politechnika Informatyczno-Elektroniczna;Koszalin;I;1224
544;Grzegorz;Sokolowski;Politechnika Krolewska;Krapkowice;I;606
545;Anna;Smela;Politechnika Informatyczno-Elektroniczna;Krapkowice;I;1375
546;Maria;Kolka;Uniwersytet Rolniczy;Krapkowice;I;790
547;Krzysztof;Groza;Politechnika Krolewska;Krapkowice;II;2014
548;Katarzyna;Friedek;Politechnika Krolewska;Krapkowice;IV;898
549;Piotr;Szczerek;Uniwersytet Krolewski;Krasnik;I;2896
550;Edward;Bebanek;Uniwersytet Krolewski;Krasnik;I;1580
551;Grzegorz;Kinski;Politechnika Informatyczno-Elektroniczna;Krosno;I;3000
552;Patryk;Brylok;Politechnika Informatyczno-Elektroniczna;Krosno;I;3007
553;Ewa;Oszczudlowska;Uniwersytet Ekonomiczny;Krosno;III;1141
554;Irma;Iwasiow;Politechnika Krolewska;Krosno;I;1201
555;Tomasz;Muc;Uniwersytet Rolniczy;Krosno;I;1243
556;Piotr;Cholewa;Uniwersytet Pedagogiczny;Krosno;II;2318
557;Antoni;Chmielacz;Uniwersytet Rolniczy;Kruszwica;I;2952
558;Agnieszka;Witas;Politechnika Krolewska;Kruszwica;I;1914
559;Andrzej;Baran;Politechnika Informatyczno-Elektroniczna;Kruszwica;V;1390
560;Feliks;Bawarski;Uniwersytet Krolewski;Kruszwica;I;433
561;Kinga;Matuszyk;Politechnika Krolewska;Krzeszowice;V;562
562;Grzegorz;Borutawski;Politechnika Krolewska;Krzeszowice;I;2859
563;Wiktor;Basajski;Politechnika Krolewska;Krzeszowice;II;920
564;Sylwester;Jasinski;Politechnika Informatyczno-Elektroniczna;Krzeszowice;I;1216
565;Zofia;Ciechowska;Uniwersytet Krolewski;Krzeszowice;V;2652
566;Adam;Bialczak;Politechnika Informatyczno-Elektroniczna;Krzyz Wielkopolski;I;1676
567;Filip;Baczek;Akademia Sztuk Pieknych;Kudowa-Slone;II;459
568;Felicja;Latas;Uniwersytet Krolewski;Kuznia Raciborska;II;592
569;Aleksy;Dudek;Uniwersytet Pedagogiczny;Kuznia Raciborska;I;2544
570;Krzysztof;Chorzyk;Politechnika Informatyczno-Elektroniczna;Kuznia Raciborska;V;1037
571;Krzysztof;Kryszkiewicz;Uniwersytet Krolewski;Kuznia Raciborska;II;390
572;Robert;Zielinski;Politechnika Krolewska;Kuznia Raciborska;IV;2538
573;Zachariasz;Msciwujewski;Uniwersytet Krolewski;Kuznia Raciborska;IV;3044
574;Jakub;Dukowski;Uniwersytet Krolewski;Kuznia Raciborska;I;2983
575;Anastazja;Litwin;Uniwersytet Rolniczy;Kuznia Raciborska;III;889
576;Tomasz;Gronus;Uniwersytet Krolewski;Kuznia Raciborska;I;389
577;Zofia;Adamowicz;Uniwersytet Krolewski;Kuznia Raciborska;I;439
578;Wislaw;Kowalski;Politechnika Informatyczno-Elektroniczna;Kuznia Raciborska;II;3208
579;Konstantyn;Piatek;Uniwersytet Krolewski;Kuznia Raciborska;I;350
580;Paulina;Uszek;Politechnika Krolewska;Kuznica Bialostocka;V;1937
581;Andrzej;Kuras;Akademia Sztuk Pieknych;Kuznica Bialostocka;V;838
582;Beata;Cagara;Politechnika Informatyczno-Elektroniczna;Lazy;V;1698
583;Barbara;Balwierz;Uniwersytet Krolewski;Lazy;II;2746
584;Anna;Antosiewicz;Uniwersytet Pedagogiczny;Leczyca;V;569
585;Sara;Koterba;Uniwersytet Krolewski;Leczyca;I;1389
586;Miroslawa;Krasuska;Politechnika Krolewska;Ledziny;I;3018
587;Patrycja;Kochanska;Uniwersytet Krolewski;Ledziny;III;1111
588;Tomasz;Ichniowski;Uniwersytet Krolewski;Ledziny;I;783
589;Stanislaw;Bialkowski;Politechnika Krolewska;Ledziny;I;3244
590;Piotr;Kalicinski;Uniwersytet Krolewski;Ledziny;I;1155
591;Roman;Banasik;Uniwersytet Rolniczy;Ledziny;IV;2845
592;Michal;Zawadzki;Politechnika Krolewska;Ledziny;I;1501
593;Klaudia;Janecka;Akademia Sztuk Pieknych;Ledziny;I;1257
594;Danuta;Chyza;Politechnika Informatyczno-Elektroniczna;Ledziny;II;1787
595;Bartosz;Grzesik;Uniwersytet Krolewski;Ledziny;I;725
596;Milosz;Michalski;Politechnika Informatyczno-Elektroniczna;Ledziny;I;493
597;Michal;Baja;Uniwersytet Ekonomiczny;Ledziny;I;2916
598;Marcin;Bielak;Uniwersytet Krolewski;Legionowo;I;1164
599;Henryk;Chlopicki;Uniwersytet Krolewski;Legionowo;I;951
600;Marcin;Jader;Politechnika Informatyczno-Elektroniczna;Legionowo;I;1074
601;Elzbieta;Sikora;Politechnika Informatyczno-Elektroniczna;Legnica;V;2468
602;Ewa;Barek;Uniwersytet Sportu i Turystyki;Legnica;I;2880
603;Kinga;Kaszyca;Politechnika Informatyczno-Elektroniczna;Legnica;I;1299
604;Piotr;Pszczola;Uniwersytet Ekonomiczny;Legnica;I;1048
605;Barbara;Banowska;Politechnika Informatyczno-Elektroniczna;Leszno;I;2846
606;Piotr;Jedruszczak;Uniwersytet Krolewski;Leszno;II;2995
607;Zofia;Boska;Uniwersytet Krolewski;Leszno;I;3037
608;Joanna;Para;Politechnika Krolewska;Limanowa;III;1930
609;Kamila;Borowska;Politechnika Krolewska;Limanowa;I;2743
610;Monika;Chrzanik;Politechnika Krolewska;Limanowa;I;2943
611;Marek;Wypchlo;Uniwersytet Krolewski;Limanowa;IV;1041
612;Michal;Lowik;Uniwersytet Krolewski;Limanowa;II;1437
613;Wojciech;Janocha;Uniwersytet Pedagogiczny;Limanowa;I;3289
614;Tomasz;Basinski;Politechnika Informatyczno-Elektroniczna;Limanowa;I;1032
615;Klaudiusz;Ostrowski;Uniwersytet Krolewski;Limanowa;I;1555
616;Danuta;Telejko;Politechnika Informatyczno-Elektroniczna;Limanowa;I;996
617;Michal;Rokosz;Politechnika Informatyczno-Elektroniczna;Limanowa;I;751
618;Piotr;Pienkowski;Politechnika Informatyczno-Elektroniczna;Limanowa;I;1425
619;Jan;Razny;Akademia Sztuk Pieknych;Limanowa;I;1732
620;Stefan;Wlodarczyk;Politechnika Krolewska;Limanowa;V;571
621;Zofia;Kielbus;Uniwersytet Ekonomiczny;Limanowa;III;1384
622;Celina;Dobrzanska;Uniwersytet Rolniczy;Lodz;II;3324
623;Joanna;Letka;Politechnika Informatyczno-Elektroniczna;Lomza;III;2560
624;Katarzyna;Oleksy;Uniwersytet Krolewski;Lomza;III;2117
625;Jan;Trzmielewski;Politechnika Informatyczno-Elektroniczna;Lubaczow;I;2094
626;Helena;Gawlicz;Uniwersytet Krolewski;Lubaczow;II;2349
627;Tomasz;Mazurek;Politechnika Krolewska;Lubaczow;I;2409
628;Roch;Lechowicz;Uniwersytet Krolewski;Lubaczow;V;2674
629;Marek;Nosowski;Politechnika Informatyczno-Elektroniczna;Lublin;II;486
630;Kamil;Kwiatkowski;Politechnika Informatyczno-Elektroniczna;Lublin;II;3318
631;Adam;Banas;Politechnika Informatyczno-Elektroniczna;Lublin;V;1991
632;Katarzyna;Jokiel;Akademia Sztuk Pieknych;Lublin;III;847
633;Pawel;Jasiak;Wyzsza Szko�a Techniczna;Lublin;I;3277
634;Wojciech;Musiol;Uniwersytet Krolewski;Lublin;V;2972
635;Weronika;Kaczmarek;Politechnika Krolewska;Lublin;I;1140
636;Pawel;Janowicz;Politechnika Informatyczno-Elektroniczna;Lublin;I;2133
637;Miron;Sledziak;Politechnika Informatyczno-Elektroniczna;Lublin;II;2397
638;Iwona;Kromolowska;Uniwersytet Krolewski;Lublin;I;2387
639;Sylwester;Borkowski;Politechnika Krolewska;Lublin;III;1683
640;Zuzanna;Wronska;Politechnika Informatyczno-Elektroniczna;Lubliniec;I;878
641;Tomasz;Koscielny;Politechnika Informatyczno-Elektroniczna;Lubliniec;I;2245
642;Ada;Drukarczyk;Politechnika Informatyczno-Elektroniczna;Lubliniec;II;2353
643;Karol;Andrus;Politechnika Krolewska;Lubliniec;II;1775
644;Alicja;Medynska;Politechnika Krolewska;Lubliniec;V;590
645;Katarzyna;Kwiecien;Politechnika Informatyczno-Elektroniczna;Lubliniec;IV;772
646;Felicja;Ostrowska;Uniwersytet Rolniczy;Lubliniec;I;2466
647;Barbara;Przywarska;Politechnika Krolewska;Lubliniec;III;3020
648;Malwina;Kabala;Politechnika Informatyczno-Elektroniczna;Lubliniec;I;2691
649;Lucyna;Trzopek;Uniwersytet Krolewski;Lwowek Slaski;III;2758
650;Kamil;Polkowski;Politechnika Krolewska;Lwowek Slaski;I;357
651;Czeslawa;Kalinowska;Uniwersytet Krolewski;Lwowek Slaski;II;2752
652;Emilia;Banach;Politechnika Informatyczno-Elektroniczna;Malbork;II;2695
653;Wiktoria;Gorska;Politechnika Informatyczno-Elektroniczna;Medyka;I;391
654;Dariusz;Hentelski;Uniwersytet Krolewski;Medyka;I;1750
655;Pawel;Pawlowski;Politechnika Krolewska;Medyka;II;2802
656;Krzysztof;Siemion;Uniwersytet Sportu i Turystyki;Miechow;I;2344
657;Marcin;Bienkowski;Politechnika Informatyczno-Elektroniczna;Miechow;I;3025
658;Artur;Dartcjan;Politechnika Informatyczno-Elektroniczna;Miechow;V;1008
659;Felicja;Adamkowska;Uniwersytet Krolewski;Miechow;V;617
660;Karolina;Naparstek;Politechnika Informatyczno-Elektroniczna;Miechow;II;2409
661;Aleksandra;Wybraniec;Uniwersytet Krolewski;Miechow;I;764
662;Michal;Otwinowski;Uniwersytet Krolewski;Miechow;I;2659
663;Lechoslawa;Burcz;Uniwersytet Rolniczy;Miechow;I;2874
664;Bozena;Sowa;Uniwersytet Pedagogiczny;Miechow;I;691
665;Kacper;Luty;Uniwersytet Krolewski;Miechow;II;3201
666;Wioletta;Pacula;Uniwersytet Krolewski;Miedzyrzecz;I;2742
667;Szczepan;Sobczak;Uniwersytet Krolewski;Miedzyrzecze;II;902
668;Kacper;Babinski;Uniwersytet Krolewski;Miedzyrzecze;III;831
669;Alicja;Barczynska;Uniwersytet Krolewski;Mikolajki;III;2679
670;Ewelina;Kobus;Politechnika Informatyczno-Elektroniczna;Mikolajki;II;811
671;Agnieszka;Lencznarowicz;Uniwersytet Krolewski;Mikolajki;III;478
672;Barbara;Barszczykiewicz;Politechnika Krolewska;Mikolajki;I;2827
673;Klara;Lipiec;Politechnika Informatyczno-Elektroniczna;Mikolow;V;355
674;Jacek;Zuchowicz;Politechnika Informatyczno-Elektroniczna;Mikolow;II;1668
675;Andrzej;Wisniewski;Politechnika Krolewska;Mikolow;V;2322
676;Oskar;Kolodziej;Politechnika Informatyczno-Elektroniczna;Mikolow;I;1535
677;Jakub;Piotrowski;Politechnika Informatyczno-Elektroniczna;Mikolow;IV;2456
678;Bogumila;Grubba;Uniwersytet Krolewski;Mikolow;I;858
679;Sandra;Swiatek;Uniwersytet Sportu i Turystyki;Mikolow;I;2456
680;Anna;Barciszewska;Uniwersytet Rolniczy;Mikolow;III;709
681;Maryla;Ciechowicz;Uniwersytet Krolewski;Mikolow;I;2219
682;Katarzyna;Garbacz;Uniwersytet Krolewski;Mikolow;II;2010
683;Jaroslaw;Walewski;Politechnika Informatyczno-Elektroniczna;Mikolow;III;356
684;Amadeusz;Bartosik;Uniwersytet Krolewski;Mikolow;I;607
685;Marcin;Gorec;Politechnika Krolewska;Mikolow;I;2939
